shellH,element,row,col,cellArea,activeArea,areaFraction,outerEdgeCrossings,holeEdgeCrossings,totalBoundaryCrossings,holeOverlapCount,holeThroughCell,complexBoundary,sliverRisk,smallRetainedRegion,bboxFillRatio,minVisibleTriangleArea,triangleAreaEstimate,triangleAreaRelativeError,subCellDiv,triGaussN,visibleTriangles,candidateIntegrationPoints,acceptedIntegrationPoints,backend,policyReason,fallback,integrationPoints
806,79,7,9,0.01,0.000855325,0.0855325,1,0,1,0,0,0,0,1,0.5,0.000855325,0.000855325,3.61263e-14,9,7,1,7,7,triangle,cost-preferred-triangle,0,7
806,86,8,6,0.01,0.000380145,0.0380145,1,0,1,0,0,0,0,1,0.5,0.000380145,0.000380145,5.56155e-14,13,7,1,7,7,triangle,cost-preferred-triangle,0,7
806,58,5,8,0.01,0.00154645,0.154645,1,0,1,0,0,0,0,1,0.5,0.00154645,0.00154645,7.43158e-15,7,7,1,7,7,triangle,cost-preferred-triangle,0,7
806,93,9,3,0.01,9.50361e-05,0.00950361,1,0,1,0,0,0,0,1,0.5,9.50361e-05,9.50361e-05,7.68635e-14,18,7,1,7,7,triangle,tiny-support,0,7
806,24,2,4,0.01,0.000386611,0.0386611,1,0,1,0,0,0,0,1,0.5,0.000386611,0.000386611,2.28556e-14,13,7,1,7,7,triangle,cost-preferred-triangle,0,7
806,12,1,2,0.01,0.00273816,0.273816,1,0,1,0,0,0,0,0,0.5,0.00273816,0.00273816,0,5,7,1,7,7,triangle,cost-preferred-triangle,0,7
806,70,7,0,0.01,0.01,1,1,0,1,0,0,0,0,0,1,0.005,0.01,1.38778e-15,5,7,2,14,14,triangle,cost-preferred-triangle,0,14
806,85,8,5,0.01,0.00306903,0.306903,1,0,1,0,0,0,0,0,0.665992,0.000764925,0.00306903,2.82618e-15,5,7,2,14,14,triangle,cost-preferred-triangle,0,14
806,80,8,0,0.01,0.01,1,1,0,1,0,0,0,0,0,1,0.005,0.01,6.93889e-16,5,7,2,14,14,triangle,cost-preferred-triangle,0,14
806,69,6,9,0.01,0.00414467,0.414467,2,0,2,0,0,0,0,0,0.537904,0.00127273,0.00414467,4.3947e-15,5,7,2,14,14,triangle,cost-preferred-triangle,0,14
806,84,8,4,0.01,0.00614739,0.614739,1,0,1,0,0,0,0,0,0.799757,0.0023041,0.00614739,4.79721e-15,5,7,2,14,14,triangle,cost-preferred-triangle,0,14
806,77,7,7,0.01,0.00691231,0.691231,1,0,1,0,0,0,0,0,0.817881,0.00268657,0.00691231,1.75673e-15,5,7,2,14,14,triangle,cost-preferred-triangle,0,14
806,92,9,2,0.01,0.0023041,0.23041,1,0,1,0,0,0,0,1,0.599515,0.000382463,0.0023041,1.24226e-14,6,7,2,14,14,triangle,cost-preferred-triangle,0,14
806,91,9,1,0.01,0.00538246,0.538246,1,0,1,0,0,0,0,0,0.777628,0.00192164,0.00538246,6.44584e-16,5,7,2,14,14,triangle,cost-preferred-triangle,0,14
806,90,9,0,0.01,0.00846082,0.846082,2,0,2,0,0,0,0,0,0.846082,0.00346082,0.00846082,6.1509e-16,5,7,2,14,14,triangle,cost-preferred-triangle,0,14
806,60,6,0,0.01,0.01,1,1,0,1,0,0,0,0,0,1,0.005,0.01,6.93889e-16,5,7,2,14,14,triangle,cost-preferred-triangle,0,14
806,78,7,8,0.01,0.00383395,0.383395,1,0,1,0,0,0,0,0,0.713542,0.00114739,0.00383395,2.1492e-14,5,7,2,14,14,triangle,cost-preferred-triangle,0,14
806,46,4,6,0.01,0.00500933,0.500933,1,0,1,0,0,0,0,0,0.59141,0.000774254,0.00500933,1.21205e-15,5,7,2,14,14,triangle,cost-preferred-triangle,0,14
806,47,4,7,0.01,0.000173216,0.0173216,1,0,1,0,0,0,0,1,0.5,0.000173216,0.000173216,3.44259e-14,18,7,1,7,7,triangle,tiny-support,0,7
806,76,7,6,0.01,0.00961053,0.961053,1,0,1,0,0,0,0,0,0.961053,0.00248485,0.00961053,9.02512e-15,5,7,3,21,21,triangle,cost-preferred-triangle,0,21
806,68,6,8,0.01,0.0096196,0.96196,1,0,1,0,0,0,0,0,0.96196,0.000766987,0.0096196,1.80332e-16,5,7,3,21,21,triangle,cost-preferred-triangle,0,21
806,57,5,7,0.01,0.00791447,0.791447,1,0,1,0,0,0,0,0,0.791447,0.000601038,0.00791447,3.94531e-15,5,7,3,21,21,triangle,cost-preferred-triangle,0,21
806,83,8,3,0.01,0.00913071,0.913071,1,0,1,0,0,0,0,0,0.913071,0.00124242,0.00913071,4.93968e-15,5,7,3,21,21,triangle,cost-preferred-triangle,0,21
806,0,0,0,0.01,0.00653918,0.653918,2,0,2,0,0,0,0,0,0.653918,0.00153918,0.00653918,0,5,7,2,14,14,triangle,cost-preferred-triangle,0,14
806,1,0,1,0.01,0.000684541,0.0684541,1,0,1,0,0,0,0,1,0.5,0.000684541,0.000684541,9.50303e-16,10,7,1,7,7,triangle,cost-preferred-triangle,0,7
806,34,3,4,0.01,0.008466,0.8466,1,0,1,0,0,0,0,0,0.8466,0.000770105,0.008466,2.66376e-15,5,7,3,21,21,triangle,cost-preferred-triangle,0,21
806,35,3,5,0.01,0.00210004,0.210004,1,0,1,0,0,0,0,1,0.5,0.00210004,0.00210004,1.8586e-15,6,7,1,7,7,triangle,cost-preferred-triangle,0,7
806,50,5,0,0.01,0.01,1,1,0,1,0,0,0,0,0,1,0.005,0.01,6.93889e-16,5,7,2,14,14,triangle,cost-preferred-triangle,0,14
806,30,3,0,0.01,0.01,1,1,0,1,0,0,0,0,0,1,0.005,0.01,3.46945e-16,5,7,2,14,14,triangle,cost-preferred-triangle,0,14
806,20,2,0,0.01,0.01,1,1,0,1,0,0,0,0,0,1,0.005,0.01,3.46945e-16,5,7,2,14,14,triangle,cost-preferred-triangle,0,14
806,40,4,0,0.01,0.01,1,1,0,1,0,0,0,0,0,1,0.005,0.01,1.73472e-16,5,7,2,14,14,triangle,cost-preferred-triangle,0,14
806,22,2,2,0.01,0.00995773,0.995773,1,0,1,0,0,0,0,0,0.995773,0.000340196,0.00995773,3.48417e-16,5,7,3,21,21,triangle,cost-preferred-triangle,0,21
806,23,2,3,0.01,0.00577425,0.577425,1,0,1,0,0,0,0,0,0.625253,0.00115672,0.00577425,4.50636e-16,5,7,2,14,14,triangle,cost-preferred-triangle,0,14
806,10,1,0,0.01,0.01,1,1,0,1,0,0,0,0,0,1,0.005,0.01,1.73472e-16,5,7,2,14,14,triangle,cost-preferred-triangle,0,14
806,11,1,1,0.01,0.008933,0.8933,1,0,1,0,0,0,0,0,0.8933,0.000854639,0.008933,1.94193e-16,5,7,3,21,21,triangle,cost-preferred-triangle,0,21
806,45,4,5,0.01,0.00983093,0.983093,1,0,1,0,0,0,0,0,0.983093,0.000595858,0.00983093,1.23519e-15,5,7,3,21,21,triangle,cost-preferred-triangle,0,21
